,Title,Geek Rating,Link,Min Player No.,Max Player No.,Weight,Designers,Categories,Mechanics,Reimplements,Reimplemented by
1977,TurfMaster,6.129,https://boardgamegeek.com/boardgame/384/turfmaster,2.0,8.0,1.96,['Albrecht Nolte'],"['Animals', 'Racing', 'Sports']","['Dice Rolling', 'Hand Management', 'Roll / Spin and Move']",[],[]
1978,Unlock!: Escape Adventures – The Island of Doctor Goorse,6.129,https://boardgamegeek.com/boardgame/216094/unlock-escape-adventures-island-doctor-goorse,2.0,6.0,2.9,['Thomas Cauët'],"['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Cooperative Game', 'Storytelling']",[],[]
1979,Bosk,6.128,https://boardgamegeek.com/boardgame/252556/bosk,2.0,4.0,2.16,"['Daryl Andrews', 'Erica Bouyouris']",['Abstract Strategy'],"['Area Majority / Influence', 'Bias', 'Hand Management']",[],[]
1980,Mystery Express,6.128,https://boardgamegeek.com/boardgame/65907/mystery-express,3.0,5.0,2.67,"['Antoine Bauza', 'Serge Laget']","['Deduction', 'Murder/Mystery']","['Action Points', 'Hand Management', 'Memory', 'Trading', 'Variable Player Powers']",[],[]
1981,Cosmic Encounter,6.128,https://boardgamegeek.com/boardgame/40529/cosmic-encounter,3.0,6.0,2.63,"['Bill Eberle', 'Jack Kittredge', 'Bill Norton', 'Peter Olotka']","['Bluffing', 'Card Game', 'Science Fiction']",['Variable Player Powers'],['Cosmic Encounter (1977)'],"['Cosmic Encounter (2008)', 'Cosmic Encounter (2000)', 'Cosmic Encounter Duel (2020)']"
1982,Power Grid: The Card Game,6.128,https://boardgamegeek.com/boardgame/203780/power-grid-card-game,2.0,6.0,2.37,['Friedemann Friese'],"['Card Game', 'Economic', 'Industry / Manufacturing']",['Auction/Bidding'],['Power Grid (2004)'],[]
1983,The U.S. Civil War,6.128,https://boardgamegeek.com/boardgame/162009/us-civil-war,2.0,2.0,3.82,['Mark Simonitch'],"['American Civil War', 'Civil War', 'Post-Napoleonic', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation']",[],[]
1984,Pericles: The Peloponnesian Wars,6.127,https://boardgamegeek.com/boardgame/199904/pericles-peloponnesian-wars,1.0,4.0,4.2,['Mark Herman'],"['Ancient', 'Political', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Simulation', 'Simultaneous Action Selection', 'Solo / Solitaire Game']",[],[]
1985,Key to the City: London,6.126,https://boardgamegeek.com/boardgame/205507/key-city-london,2.0,6.0,2.72,"['Sebastian Bleasdale', 'Richard Breese']","['City Building', 'Economic', 'Territory Building']","['Auction/Bidding', 'Modular Board', 'Set Collection', 'Tile Placement', 'Worker Placement']",['Keyflower (2012)'],[]
1986,HEXplore It: The Valley of the Dead King,6.126,https://boardgamegeek.com/boardgame/214484/hexplore-it-valley-dead-king,1.0,7.0,3.21,"['Kat Kimoundri', 'Nathan Loos', 'Jonathan Mariucci']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Puzzle', 'Travel']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Push Your Luck', 'Role Playing']",[],[]
1987,Pandemic: Rapid Response,6.126,https://boardgamegeek.com/boardgame/280789/pandemic-rapid-response,2.0,4.0,2.22,['Kane Klenko'],"['Medical', 'Real-time']","['Contracts', 'Cooperative Game', 'Dice Rolling', 'Re-rolling and Locking', 'Variable Player Powers']",[],[]
1988,"Silent Victory: U.S. Submarines in the Pacific, 1941-45",6.125,https://boardgamegeek.com/boardgame/154875/silent-victory-us-submarines-pacific-1941-45,1.0,2.0,2.88,['Gregory M. Smith'],"['Nautical', 'Wargame', 'World War II']","['Dice Rolling', 'Push Your Luck', 'Simulation']",[],[]
1989,Zulus on the Ramparts!: The Battle of Rorke's Drift – Second Edition,6.125,https://boardgamegeek.com/boardgame/41627/zulus-ramparts-battle-rorkes-drift-second-edition,1.0,1.0,2.11,['Joseph Miranda'],"['Post-Napoleonic', 'Wargame']","['Action Points', 'Campaign / Battle Card Driven', 'Chit-Pull System', 'Dice Rolling', 'Point to Point Movement', 'Solo / Solitaire Game']",[],[]
1990,Dreamscape,6.124,https://boardgamegeek.com/boardgame/231038/dreamscape,1.0,4.0,3.14,"['David Ausloos', 'Pierre Steenebruggen']",['Fantasy'],"['Action Points', 'Pattern Building', 'Point to Point Movement', 'Set Collection', 'Turn Order: Stat-Based']",[],[]
1991,Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),6.124,https://boardgamegeek.com/boardgame/4192/warhammer-mass-combat-fantasy-roleplaying-game-1st,2.0,4.0,3.7,"['Bryan Ansell', 'Richard Halliwell', 'Jervis Johnson', 'Rick Priestley']","['Fantasy', 'Miniatures', 'Wargame']","['Dice Rolling', 'Modular Board', 'Variable Player Powers']",[],['Warhammer Fantasy Battle Rules (Second Edition) (1984)']
1992,The Lord of the Rings Trading Card Game,6.124,https://boardgamegeek.com/boardgame/2603/lord-rings-trading-card-game,2.0,6.0,2.94,"['Chuck Kallenbach', 'Tom Lischke', 'Mike Reynolds']","['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']",['Hand Management'],[],[]
1993,Pandemic: Hot Zone – North America,6.124,https://boardgamegeek.com/boardgame/301919/pandemic-hot-zone-north-america,2.0,4.0,1.86,['Matt Leacock'],"['Medical', 'Print & Play']","['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection']",['Pandemic (2008)'],[]
1994,Kingdomino Duel,6.124,https://boardgamegeek.com/boardgame/281960/kingdomino-duel,2.0,2.0,1.71,"['Bruno Cathala', 'Ludovic Maublanc']",[],"['Dice Rolling', 'Paper-and-Pencil']",['Kingdomino (2016)'],[]
1995,Boomtown,6.123,https://boardgamegeek.com/boardgame/10997/boomtown,3.0,5.0,1.7,"['Bruno Cathala', 'Bruno Faidutti']","['American West', 'Card Game']","['Auction/Bidding', 'Dice Rolling']",[],['Gold River (2020)']
1996,Poseidon,6.123,https://boardgamegeek.com/boardgame/76417/poseidon,2.0,5.0,3.53,"['Helmut Ohley', 'Leonhard ""Lonny"" Orgler']","['Economic', 'Mythology', 'Nautical', 'Transportation']","['Commodity Speculation', 'Network and Route Building', 'Stock Holding']",[],[]
1997,"Warhammer 40,000: Kill Team",6.122,https://boardgamegeek.com/boardgame/256066/warhammer-40000-kill-team,2.0,4.0,3.37,[],"['Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Line of Sight', 'Measurement Movement', 'Simulation', 'Variable Player Powers']","['Shadow War: Armageddon (2017)', 'Warhammer 40,000: Kill Team (2016)']","['Warhammer 40,000 Kill Team: Octarius (2021)', 'Warhammer 40,000: Kill Team (2021)']"
1998,Kreta,6.122,https://boardgamegeek.com/boardgame/15600/kreta,2.0,4.0,2.65,['Stefan Dorra'],['Medieval'],"['Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Hand Management']",[],[]
1999,Vast: The Mysterious Manor,6.121,https://boardgamegeek.com/boardgame/252399/vast-mysterious-manor,1.0,5.0,3.76,['Patrick Leder'],"['Adventure', 'Exploration', 'Fantasy']","['Action Points', 'Grid Movement', 'Hand Management', 'Modular Board', 'Tile Placement', 'Variable Player Powers']",[],[]
2000,Warmachine,6.121,https://boardgamegeek.com/boardgame/4741/warmachine,2.0,4.0,3.51,"['Mike McVey', 'Brian Snoddy', 'Matt Wilson (I)']","['Book', 'Fantasy', 'Fighting', 'Miniatures']","['Critical Hits and Failures', 'Once-Per-Game Abilities', 'Variable Player Powers']",[],"['Warmachine Prime Mk II (2010)', 'Warmachine Prime Mk III (2016)']"
2001,Blitz Bowl,6.12,https://boardgamegeek.com/boardgame/247104/blitz-bowl,2.0,2.0,2.18,['James M. Hewitt'],"['Fantasy', 'Fighting', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",['Blood Bowl (2016 Edition) (2016)'],[]
2002,Red Outpost,6.12,https://boardgamegeek.com/boardgame/287589/red-outpost,1.0,4.0,2.41,['Raman Hryhoryk'],"['Farming', 'Industry / Manufacturing', 'Science Fiction']","['Area Majority / Influence', 'Worker Placement']",[],[]
2003,Revolver,6.12,https://boardgamegeek.com/boardgame/76150/revolver,2.0,2.0,1.95,['Mark Chaplin'],"['American West', 'Card Game', 'Fighting']",['Hand Management'],"[""Aliens: This Time It's War (2010)""]",['Revolver 2: Last Stand at Malpaso (2012)']
2004,Pantheon,6.119,https://boardgamegeek.com/boardgame/94480/pantheon,2.0,4.0,2.75,['Bernd Brunnhofer'],"['Ancient', 'Mythology']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection', 'Variable Phase Order', 'Variable Player Powers']",[],[]
2005,Empyreal: Spells & Steam,6.119,https://boardgamegeek.com/boardgame/220367/empyreal-spells-steam,2.0,6.0,2.83,['Trey Chambers'],"['Fantasy', 'Trains']","['Card Drafting', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Team-Based Game', 'Variable Player Powers']",[],[]
2006,Epic Card Game,6.119,https://boardgamegeek.com/boardgame/175621/epic-card-game,2.0,4.0,2.51,['Robert Dougherty'],"['Card Game', 'Fantasy', 'Fighting', 'Prehistoric', 'Zombies']","['Card Drafting', 'Hand Management', 'Take That']",['Epic Trading Card Game (2009)'],[]
2007,Enemy Action: Ardennes,6.119,https://boardgamegeek.com/boardgame/68820/enemy-action-ardennes,1.0,2.0,4.24,['John H. Butterfield'],"['Wargame', 'World War II']","['Campaign / Battle Card Driven', 'Chit-Pull System', 'Hexagon Grid', 'Simulation', 'Solo / Solitaire Game']",[],['Enemy Action: Kharkov (2021)']
2008,That's Life!,6.118,https://boardgamegeek.com/boardgame/17240/s-life,2.0,6.0,1.31,"['Michael Kiesling', 'Wolfgang Kramer']",['Humor'],"['Dice Rolling', 'Map Reduction', 'Modular Board', 'Roll / Spin and Move']",[],"['Ghosts of the Moor (2018)', 'Mumia: Wyścig w bandażach (2014)', 'Verflixxt! kompakt (2009)']"
2009,Tokyo Highway,6.118,https://boardgamegeek.com/boardgame/215463/tokyo-highway,2.0,2.0,1.46,"['Naotaka Shimamoto', 'Yoshiaki Tomioka']",['Action / Dexterity'],"['Network and Route Building', 'Stacking and Balancing']",[],[]
2010,Mercado de Lisboa,6.118,https://boardgamegeek.com/boardgame/262477/mercado-de-lisboa,1.0,4.0,2.07,"['Vital Lacerda', 'Julián Pombo']","['Abstract Strategy', 'Economic']","['Area Majority / Influence', 'Tile Placement']",[],[]
2011,Muse,6.118,https://boardgamegeek.com/boardgame/234396/muse,2.0,1.0,1.11,['Jordan Sorenson'],"['Card Game', 'Humor', 'Party Game']","['Communication Limits', 'Cooperative Game', 'Targeted Clues', 'Team-Based Game', 'Voting']",[],[]
2012,Warfighter: The WWII Tactical Combat Card Game,6.118,https://boardgamegeek.com/boardgame/196496/warfighter-wwii-tactical-combat-card-game,1.0,6.0,3.09,['Dan Verssen'],"['Card Game', 'Wargame', 'World War II']","['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Solo / Solitaire Game']",['Warfighter: The Tactical Special Forces Card Game (2014)'],[]
2013,Unmatched: Little Red Riding Hood vs. Beowulf,6.117,https://boardgamegeek.com/boardgame/325635/unmatched-little-red-riding-hood-vs-beowulf,2.0,2.0,2.0,"['Noah Cohen', 'Rob Daviau', 'Justin D. Jacobson', 'Brian Neff']","['Card Game', 'Fantasy', 'Fighting', 'Miniatures', 'Mythology', 'Novel-based']","['Area Movement', 'Hand Management', 'Variable Player Powers']",['Star Wars: Epic Duels (2002)'],[]
2014,Tikal II: The Lost Temple,6.117,https://boardgamegeek.com/boardgame/67180/tikal-ii-lost-temple,2.0,4.0,2.63,"['Michael Kiesling', 'Wolfgang Kramer']","['Adventure', 'Exploration']","['Hand Management', 'Modular Board', 'Network and Route Building', 'Set Collection']",[],[]
2015,Palazzo,6.117,https://boardgamegeek.com/boardgame/15318/palazzo,2.0,4.0,2.06,['Reiner Knizia'],['Renaissance'],"['Auction/Bidding', 'Hand Management', 'Set Collection']",[],[]
2016,P.I.,6.117,https://boardgamegeek.com/boardgame/129050/pi,2.0,5.0,2.26,['Martin Wallace'],"['Deduction', 'Murder/Mystery', 'Spies/Secret Agents']","['Card Drafting', 'Deduction', 'Modular Board', 'Tile Placement']",[],[]
2017,A la carte,6.117,https://boardgamegeek.com/boardgame/217/la-carte,2.0,4.0,1.3,['Karl-Heinz Schmiel'],['Action / Dexterity'],"['Action Points', 'Dice Rolling', 'Set Collection']",[],[]
2018,Gang of Four,6.117,https://boardgamegeek.com/boardgame/3085/gang-four,3.0,4.0,1.87,['Lee Yih'],"['Card Game', 'Political']","['Hand Management', 'Ladder Climbing', 'Set Collection', 'Trick-taking']",[],[]
2019,D-Day Dice (Second Edition),6.117,https://boardgamegeek.com/boardgame/233208/d-day-dice-second-edition,1.0,4.0,2.14,['Emmanuel Aquin'],"['Dice', 'Wargame', 'World War II']","['Cooperative Game', 'Dice Rolling', 'Re-rolling and Locking', 'Simultaneous Action Selection', 'Solo / Solitaire Game']","['D-Day Dice (2012)', 'D-Day Dice: Free Trial Version (2009)']",[]
2020,First Train to Nuremberg,6.116,https://boardgamegeek.com/boardgame/83667/first-train-nuremberg,2.0,4.0,3.18,['Martin Wallace'],"['Trains', 'Transportation']","['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver', 'Set Collection']",['Last Train to Wensleydale (2009)'],[]
2021,Glasgow,6.115,https://boardgamegeek.com/boardgame/301716/glasgow,2.0,2.0,2.15,['Mandela Fernandez-Grandon'],['City Building'],"['Rondel', 'Tile Placement', 'Time Track', 'Variable Set-up']",[],[]
2022,Twixt,6.115,https://boardgamegeek.com/boardgame/949/twixt,2.0,4.0,2.4,['Alex Randolph'],['Abstract Strategy'],"['Connections', 'Network and Route Building']",[],[]
2023,The Name of the Rose,6.115,https://boardgamegeek.com/boardgame/35488/name-rose,2.0,5.0,2.38,['Stefan Feld'],"['Bluffing', 'Deduction', 'Medieval', 'Murder/Mystery', 'Novel-based']","['Secret Unit Deployment', 'Worker Placement']",[],[]
2024,One Night Ultimate Vampire,6.115,https://boardgamegeek.com/boardgame/180956/one-night-ultimate-vampire,3.0,1.0,1.6,"['Ted Alspach', 'Akihisa Okui']","['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Hidden Roles', 'Role Playing', 'Traitor Game', 'Variable Player Powers', 'Voting']",[],['One Night Ultimate Werewolf: Epic Battle (2020)']
2025,The Great Battles of Alexander: Deluxe Edition,6.115,https://boardgamegeek.com/boardgame/11057/great-battles-alexander-deluxe-edition,1.0,4.0,3.62,"['Richard H. Berg', 'Mark Herman']","['Ancient', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game']",['The Great Battles of Alexander (1991)'],"['The Great Battles of Alexander: Macedonian Art of War (2014)', 'SPQR (Deluxe Edition) (2008)']"
2026,Onward to Venus,6.114,https://boardgamegeek.com/boardgame/158109/onward-venus,2.0,5.0,2.59,['Martin Wallace'],"['Comic Book / Strip', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Point to Point Movement']",[],[]
2027,Kings of Air and Steam,6.114,https://boardgamegeek.com/boardgame/111732/kings-air-and-steam,2.0,7.0,2.84,['Scott Almes'],"['Aviation / Flight', 'Trains', 'Transportation']","['Action Queue', 'Network and Route Building', 'Pick-up and Deliver', 'Simultaneous Action Selection', 'Variable Player Powers']",[],[]
2028,Puzzle Strike Shadows,6.113,https://boardgamegeek.com/boardgame/123609/puzzle-strike-shadows,2.0,4.0,2.96,['David Sirlin'],"['Card Game', 'Fantasy', 'Video Game Theme']","['Deck, Bag, and Pool Building', 'Hand Management', 'Variable Player Powers']",[],[]
2029,The Settlers of the Stone Age,6.113,https://boardgamegeek.com/boardgame/4394/settlers-stone-age,3.0,4.0,2.51,['Klaus Teuber'],"['Civilization', 'Exploration', 'Negotiation', 'Prehistoric']","['Dice Rolling', 'Network and Route Building', 'Trading']",['Catan (1995)'],[]
2030,Iron Curtain,6.113,https://boardgamegeek.com/boardgame/228411/iron-curtain,2.0,2.0,2.1,"['Asger Harding Granerud', 'Daniel Skjold Pedersen']","['Card Game', 'Political']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management']",[],[]
2031,A Game of Thrones: Catan – Brotherhood of the Watch,6.113,https://boardgamegeek.com/boardgame/229218/game-thrones-catan-brotherhood-watch,3.0,4.0,2.56,"['Klaus Teuber', 'Benjamin Teuber']","['Civilization', 'Negotiation', 'Novel-based']","['Dice Rolling', 'Hand Management', 'Modular Board', 'Network and Route Building', 'Trading']","['Catan (1995)', 'Die Siedler von Catan: Historische Szenarien II (2001)']",[]
2032,Silverton,6.112,https://boardgamegeek.com/boardgame/511/silverton,1.0,6.0,3.25,"['Dori Smith', 'Phillip John Smith']","['American West', 'Economic', 'Trains', 'Transportation']","['Commodity Speculation', 'Dice Rolling', 'Network and Route Building', 'Pick-up and Deliver', 'Worker Placement']",[],[]
2033,Medium,6.112,https://boardgamegeek.com/boardgame/242529/medium,2.0,8.0,1.1,"['Danielle Deley', 'Lindsey Sherwood', 'Nathan Thornton']","['Card Game', 'Party Game', 'Word Game']","['Communication Limits', 'Team-Based Game']",[],[]
2034,Last Train to Wensleydale,6.111,https://boardgamegeek.com/boardgame/39927/last-train-wensleydale,3.0,4.0,3.26,['Martin Wallace'],"['Economic', 'Trains']","['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver']",[],['First Train to Nuremberg (2010)']
2035,Puzzle Strike,6.111,https://boardgamegeek.com/boardgame/67928/puzzle-strike,2.0,4.0,2.29,['David Sirlin'],"['Card Game', 'Fantasy', 'Video Game Theme']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Player Elimination', 'Variable Player Powers']",[],['Puzzle Strike (Third Edition) (2012)']
2036,Dual Powers: Revolution 1917,6.11,https://boardgamegeek.com/boardgame/241987/dual-powers-revolution-1917,1.0,2.0,2.2,['Brett Myers'],"['Deduction', 'Political']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Hand Management', 'Solo / Solitaire Game', 'Tug of War']",[],[]
2037,Evolution: The Beginning,6.11,https://boardgamegeek.com/boardgame/201248/evolution-beginning,2.0,5.0,1.79,['Dominic Crapuchettes'],"['Animals', 'Card Game', 'Educational', 'Environmental', 'Prehistoric']","['Hand Management', 'Simulation']",[],[]
2038,Boss Monster: The Dungeon Building Card Game,6.11,https://boardgamegeek.com/boardgame/131835/boss-monster-dungeon-building-card-game,2.0,4.0,1.84,"[""Johnny O'Neal"", ""Chris O'Neal"", ""Christopher O'Neal""]","['Card Game', 'Fantasy', 'Video Game Theme']","['Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']",[],[]
2039,The Adventures of Robin Hood,6.11,https://boardgamegeek.com/boardgame/326494/adventures-robin-hood,2.0,4.0,1.74,['Michael Menzel'],"['Fantasy', 'Medieval']","['Cooperative Game', 'Scenario / Mission / Campaign Game', 'Storytelling']",[],[]
2040,Strike of the Eagle,6.109,https://boardgamegeek.com/boardgame/83734/strike-eagle,2.0,4.0,3.07,"['Brian Bennett', 'Uwe Eickert', 'Robert Żak']","['Bluffing', 'Civil War', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Simulation']",['The Eagle and The Star (2009)'],[]
2041,Tac Tac Jack,6.109,https://boardgamegeek.com/boardgame/39206/tac-tac-jack,2.0,7.0,1.04,['Justin Oh'],"['Action / Dexterity', ""Children's Game""]",['Physical Removal'],[],['Bling Bling Gemstone (2012)']
2042,Capitol,6.108,https://boardgamegeek.com/boardgame/1155/capitol,2.0,4.0,2.64,"['Alan R. Moon', 'Aaron Weissblum']","['Ancient', 'City Building']","['Area Majority / Influence', 'Auction/Bidding', 'Turn Order: Progressive']",[],"['Clocktowers (2004)', 'Skyline 3000 (2009)']"
